timestamp,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],routing,latency_ms
1772199985.4677224,297.0,307.8,1414,47.5,168,cloud_offload,95
1772199985.489125,296.9,307.8,1345,54.5,172,cloud_offload,174
1772199985.6179984,296.9,307.8,1549,35.8,206,cloud_offload,189
1772199985.6501596,296.9,307.7,1464,41.4,6,cloud_offload,77
1772199985.6932096,296.9,307.5,1354,44.4,16,cloud_offload,77
1772199985.7571187,296.8,307.5,1695,30.0,33,cloud_offload,127
1772199985.7787478,296.8,307.5,1347,54.8,43,cloud_offload,64
1772199985.8005164,296.6,307.4,1389,42.7,48,cloud_offload,189
1772199985.8111603,296.6,307.5,1734,27.0,50,cloud_offload,95
1772199985.8328826,296.7,307.5,1515,42.1,55,cloud_offload,153
1772199985.8869452,296.5,307.4,1350,55.6,69,cloud_offload,156
1772199985.908402,296.4,307.3,1540,37.4,75,cloud_offload,166
1772199985.9190354,296.4,307.3,2077,19.1,80,cloud_offload,125
1772199985.9621801,296.5,307.5,1340,59.1,89,cloud_offload,80
1772199986.0710635,296.7,307.9,1690,29.6,119,cloud_offload,159
1772199986.0818603,296.8,307.9,1413,46.5,121,cloud_offload,90
1772199986.146614,296.9,307.8,1557,38.1,135,cloud_offload,121
1772199986.1892152,296.9,307.9,1385,44.8,144,cloud_offload,171
1772199986.2105758,296.9,307.9,1423,43.9,149,cloud_offload,159
1772199986.2214372,297.0,307.9,1479,39.2,151,cloud_offload,176
1772199986.2749343,297.1,308.0,1348,58.0,162,cloud_offload,184
1772199986.2858212,297.2,308.1,1446,38.5,164,cloud_offload,181
1772199986.3074646,297.0,307.9,1350,47.7,168,cloud_offload,152
1772199986.360972,297.0,307.8,1404,40.7,184,cloud_offload,80
1772199986.414892,297.0,307.8,1316,61.2,200,cloud_offload,176
1772199986.4365811,296.9,307.9,1367,47.1,204,cloud_offload,53
1772199986.4689076,297.1,308.1,1506,37.7,210,cloud_offload,169
1772199986.4903238,297.1,308.1,1584,36.8,215,cloud_offload,164
1772199986.5008929,297.0,308.1,1355,43.7,217,cloud_offload,115
1772199986.511729,297.1,308.1,1823,24.3,219,cloud_offload,52
1772199986.5756402,297.2,308.3,1429,42.0,6,cloud_offload,111
1772199986.651057,297.3,308.4,1513,40.5,25,cloud_offload,178
1772199986.7044585,297.3,308.4,1339,52.1,36,cloud_offload,79
1772199986.736549,297.2,308.3,1776,28.0,43,cloud_offload,61
1772199986.8014648,296.9,307.9,1441,47.6,60,cloud_offload,81
1772199986.844935,296.9,308.0,1658,41.0,74,cloud_offload,106
1772199986.8878555,296.8,308.0,1371,54.5,86,cloud_offload,176
1772199986.9523723,296.9,308.0,1416,46.9,105,cloud_offload,72
1772199987.0060153,296.9,308.0,1514,41.0,120,cloud_offload,175
1772199987.0165248,297.0,308.1,1455,43.5,122,cloud_offload,95
1772199987.037979,296.9,308.1,1357,41.8,127,cloud_offload,108
1772199987.0922234,297.1,308.3,1763,25.7,139,cloud_offload,93
1772199987.1459172,297.1,308.4,1304,53.5,153,cloud_offload,73
1772199987.1564333,297.1,308.4,1880,23.5,155,cloud_offload,170
1772199987.1674178,297.2,308.5,1604,40.7,158,cloud_offload,166
1772199987.1995678,297.2,308.5,2440,14.0,166,cloud_offload,110
1772199987.2102165,297.1,308.4,1654,31.4,171,cloud_offload,132
1772199987.242246,297.1,308.4,1615,32.6,184,cloud_offload,167
1772199987.2529168,297.2,308.5,1482,39.3,187,cloud_offload,80
1772199987.2965493,297.1,308.4,1432,53.4,199,cloud_offload,71
1772199987.3073246,297.1,308.4,1726,28.4,202,cloud_offload,140
1772199987.3178706,297.1,308.4,1588,33.4,204,cloud_offload,69
1772199987.328772,297.2,308.5,1653,33.3,207,cloud_offload,100
1772199987.3829138,297.4,308.8,1359,48.7,220,cloud_offload,90
1772199987.4044485,297.5,308.8,1309,57.3,0,cloud_offload,103
1772199987.4256837,297.5,308.9,1419,50.7,7,cloud_offload,139
1772199987.4364052,297.5,308.9,1535,37.7,12,cloud_offload,56
1772199987.457925,297.5,308.9,1427,50.4,17,cloud_offload,142
1772199987.5009828,297.8,309.2,1648,33.0,29,cloud_offload,58
1772199987.522589,297.8,309.3,2243,15.7,36,cloud_offload,173
1772199987.544515,298.0,309.6,1633,34.8,41,cloud_offload,109
1772199987.5660079,298.0,309.5,1496,45.8,46,cloud_offload,58
1772199987.5767748,298.1,309.5,1467,41.8,48,cloud_offload,191
1772199987.717548,298.3,309.4,1546,36.1,94,cloud_offload,181
1772199987.7606492,298.5,309.6,1582,40.3,103,cloud_offload,140
1772199987.771656,298.5,309.6,1419,41.5,105,cloud_offload,50
1772199987.8474708,298.8,309.9,1486,40.3,126,cloud_offload,110
1772199987.9005678,298.7,309.9,1458,40.2,137,cloud_offload,189
1772199987.923152,298.7,309.9,1483,32.8,142,cloud_offload,191
1772199987.9341378,298.6,309.8,1505,45.7,144,cloud_offload,181
1772199987.9557376,298.8,310.0,2098,19.6,148,cloud_offload,72
1772199988.0098524,298.9,310.2,1654,31.1,158,cloud_offload,109
1772199988.0208395,298.9,310.2,1498,50.2,160,cloud_offload,199
1772199988.095384,299.0,310.3,1428,46.3,175,cloud_offload,88
1772199988.1061888,299.0,310.3,1582,33.3,177,cloud_offload,131
1772199988.1491625,298.9,310.1,1452,49.9,187,cloud_offload,52
1772199988.181208,298.8,310.1,1567,36.8,197,cloud_offload,67
1772199988.2993362,298.9,310.3,1583,32.6,230,cloud_offload,81
1772199988.3210907,298.6,310.1,1721,27.2,5,cloud_offload,76
1772199988.4277716,298.7,310.2,1363,45.5,28,cloud_offload,96
1772199988.449852,298.7,310.2,1436,47.5,32,cloud_offload,68
1772199988.557338,298.8,310.2,1707,27.6,56,cloud_offload,184
1772199988.578497,298.6,310.0,1517,41.2,64,cloud_offload,107
1772199988.5893958,298.7,310.1,1433,54.6,66,cloud_offload,57
1772199988.6869037,298.8,310.3,1573,41.8,91,cloud_offload,75
1772199988.7085025,298.8,310.3,1553,36.8,97,cloud_offload,193
1772199988.7845263,298.8,310.2,1583,35.7,116,cloud_offload,129
1772199988.8604333,298.9,310.1,1491,45.3,133,cloud_offload,87
1772199988.8817725,298.9,310.2,1409,54.8,140,cloud_offload,179
1772199988.8928006,298.9,310.2,2737,8.8,142,cloud_offload,119
1772199988.9035747,299.0,310.3,1494,46.6,144,cloud_offload,102
1772199988.92512,299.1,310.4,1527,44.0,149,cloud_offload,130
1772199988.9357066,299.1,310.4,1452,39.7,151,cloud_offload,179
1772199989.0019095,298.9,310.2,1532,37.7,166,cloud_offload,98
1772199989.0232184,299.0,310.2,1372,48.0,174,cloud_offload,126
1772199989.0339448,298.9,310.1,1555,40.6,176,cloud_offload,55
1772199989.1088731,298.9,310.1,1944,23.4,192,cloud_offload,184
1772199989.119793,298.8,309.9,1415,53.2,194,cloud_offload,129
1772199989.18415,298.8,309.9,1320,47.4,210,cloud_offload,106
1772199989.1947808,298.7,309.8,1354,53.3,212,cloud_offload,133
1772199989.2479372,298.7,309.7,1462,46.8,4,cloud_offload,179
1772199989.258711,298.6,309.7,1356,54.0,6,cloud_offload,128
1772199989.3337772,298.8,309.8,1437,42.8,23,cloud_offload,64
1772199989.3989415,298.8,309.9,1482,39.1,45,cloud_offload,195
1772199989.4096618,298.8,309.8,1534,37.0,47,cloud_offload,133
1772199989.441559,298.8,310.0,1486,38.5,55,cloud_offload,105
1772199989.4739451,299.0,310.1,1618,29.2,62,cloud_offload,165
1772199989.5173407,299.0,310.4,1677,30.8,73,cloud_offload,58
1772199989.5281167,299.0,310.3,1447,39.9,78,cloud_offload,179
1772199989.5386987,298.9,310.4,1831,25.4,81,cloud_offload,108
1772199989.549677,299.0,310.3,1584,34.4,83,cloud_offload,149
1772199989.5607972,299.1,310.4,1450,40.9,85,cloud_offload,99
1772199989.571951,299.1,310.4,1428,46.9,87,cloud_offload,158
1772199989.593338,299.0,310.3,1501,43.0,91,cloud_offload,190
1772199989.6362212,299.0,310.3,1437,47.8,99,cloud_offload,183
1772199989.646805,298.9,310.2,1491,45.1,101,cloud_offload,64
1772199989.6575546,298.9,310.2,1706,27.6,103,cloud_offload,162
1772199989.6683636,298.8,310.1,1607,39.5,105,cloud_offload,94
1772199989.6789885,298.8,310.0,1412,46.3,107,cloud_offload,168
1772199989.7222164,298.6,309.8,1419,44.9,115,cloud_offload,163
1772199989.7327268,298.6,309.8,1497,41.6,118,cloud_offload,106
1772199989.743637,298.5,309.7,1437,42.6,120,cloud_offload,151
1772199989.7544243,298.5,309.6,1421,53.6,122,cloud_offload,172
1772199989.7653942,298.5,309.6,1438,44.5,124,cloud_offload,67
1772199989.8090327,298.4,309.5,1692,28.3,136,cloud_offload,134
1772199989.8303628,298.3,309.4,1568,35.8,140,cloud_offload,184
1772199989.8515997,298.2,309.3,2056,18.7,144,cloud_offload,64
1772199989.895027,298.0,309.0,1562,39.2,155,cloud_offload,76
1772199989.9381742,298.2,309.1,1568,36.3,166,cloud_offload,175
1772199989.970026,298.1,308.9,1353,46.2,173,cloud_offload,141
1772199990.023674,298.0,308.7,1268,69.4,189,cloud_offload,110
1772199990.088101,298.0,308.7,1462,48.2,204,cloud_offload,99
1772199990.1526532,298.0,308.6,1507,37.3,217,cloud_offload,188
1772199990.1635516,298.0,308.5,1429,37.7,220,cloud_offload,186
1772199990.228129,298.2,308.9,1614,35.5,15,cloud_offload,160
1772199990.2714303,298.2,308.9,1512,38.5,28,cloud_offload,63
1772199990.3575356,298.1,309.1,1425,44.5,49,cloud_offload,72
1772199990.3900568,298.1,309.0,1497,40.5,58,cloud_offload,101
1772199990.4007566,298.1,309.0,1438,41.4,60,cloud_offload,106
1772199990.4327173,298.0,308.8,1757,29.1,71,cloud_offload,163
1772199990.4648912,298.4,309.1,1467,39.6,78,cloud_offload,103
1772199990.507878,298.4,309.0,2304,15.1,89,cloud_offload,110
1772199990.5396557,298.4,309.0,1474,52.7,95,cloud_offload,186
1772199990.5938263,298.4,308.9,1706,29.5,107,cloud_offload,144
1772199990.6155994,298.4,308.8,1458,40.1,111,cloud_offload,102
1772199990.637187,298.5,308.8,1332,59.1,115,cloud_offload,63
1772199990.6478367,298.4,308.7,1584,31.7,117,cloud_offload,191
1772199990.7016885,298.2,308.3,1458,41.8,132,cloud_offload,170
1772199990.7231362,298.2,308.4,1388,53.8,137,cloud_offload,135
1772199990.7443676,298.2,308.3,1402,51.0,141,cloud_offload,65
1772199990.820182,298.2,308.4,1452,43.5,158,cloud_offload,85
1772199990.841872,298.2,308.3,1230,59.6,162,cloud_offload,159
1772199990.8852763,298.3,308.4,1490,41.7,170,cloud_offload,195
1772199990.9717643,298.2,308.3,1639,33.3,191,cloud_offload,105
1772199991.0146115,298.2,308.3,1688,32.0,202,cloud_offload,59
1772199991.0252855,298.1,308.3,1453,41.5,204,cloud_offload,69
1772199991.047203,298.2,308.4,1355,49.4,209,cloud_offload,147
1772199991.05795,298.1,308.4,1592,38.2,211,cloud_offload,61
1772199991.0793836,298.0,308.2,1373,51.2,215,cloud_offload,157
1772199991.1121037,297.9,308.1,1531,40.8,2,cloud_offload,92
1772199991.1553612,297.8,307.8,1597,38.2,11,cloud_offload,114
1772199991.2199519,297.8,307.8,1412,48.3,27,cloud_offload,107
1772199991.2309139,297.8,307.7,1393,38.0,29,cloud_offload,102
1772199991.2416713,297.7,307.7,1581,34.9,31,cloud_offload,54
1772199991.2523305,297.8,307.8,1573,37.9,33,cloud_offload,157
1772199991.2738585,297.9,307.9,1540,39.8,38,cloud_offload,64
1772199991.2846208,297.9,308.0,1296,62.9,41,cloud_offload,100
1772199991.3062224,297.8,307.9,1447,48.6,46,cloud_offload,110
1772199991.327544,297.8,307.8,1563,34.3,53,cloud_offload,118
1772199991.392253,297.7,307.6,1921,22.9,68,cloud_offload,114
1772199991.4028392,297.8,307.8,1310,57.9,70,cloud_offload,58
1772199991.4136345,297.9,307.8,1365,46.9,73,cloud_offload,105
1772199991.4669816,297.9,307.9,1412,44.5,85,cloud_offload,152
1772199991.531201,297.9,307.8,1505,37.3,100,cloud_offload,72
1772199991.5636115,297.9,307.8,1450,43.5,106,cloud_offload,106
1772199991.6920106,298.0,307.8,1414,51.7,140,cloud_offload,127
1772199991.7027268,297.9,307.8,1635,34.0,142,cloud_offload,51
1772199991.7133608,298.0,307.8,1386,57.3,147,cloud_offload,130
1772199991.7567735,298.1,308.0,1374,48.8,156,cloud_offload,199
1772199991.7890854,298.2,308.0,1499,44.1,166,cloud_offload,88
1772199991.8106434,298.2,307.9,1462,45.5,171,cloud_offload,133
1772199991.832457,298.2,308.0,1535,38.0,179,cloud_offload,92
1772199991.8971517,298.2,307.8,1528,31.1,194,cloud_offload,144
1772199991.907623,298.1,307.9,1614,35.8,196,cloud_offload,158
1772199992.0158334,297.8,307.3,1804,26.0,222,cloud_offload,134
1772199992.0377648,297.9,307.4,1403,52.8,0,cloud_offload,106
1772199992.0807757,297.9,307.3,1502,36.7,12,cloud_offload,68
1772199992.1236498,297.9,307.5,1602,38.3,21,cloud_offload,57
1772199992.1346617,298.1,307.6,1764,27.7,23,cloud_offload,84
1772199992.1557214,298.0,307.5,1618,35.2,31,cloud_offload,142
1772199992.1772747,297.9,307.6,1550,39.0,35,cloud_offload,94
1772199992.1985414,297.9,307.6,1481,38.0,40,cloud_offload,130
1772199992.2205706,298.0,307.6,1844,23.8,44,cloud_offload,58
1772199992.2431011,298.0,307.7,1430,47.3,49,cloud_offload,147
1772199992.2537894,298.1,307.8,1636,36.7,51,cloud_offload,158
1772199992.2756834,298.1,307.8,1608,32.6,57,cloud_offload,196
1772199992.2864916,298.2,307.8,1521,42.9,60,cloud_offload,181
1772199992.3076115,298.2,307.8,1627,31.5,64,cloud_offload,161
1772199992.3290815,298.2,307.8,1530,35.9,68,cloud_offload,138
1772199992.3505616,298.3,307.9,1551,33.8,72,cloud_offload,189
1772199992.3615842,298.2,307.8,1515,46.7,74,cloud_offload,149
1772199992.4044127,298.2,307.6,1369,54.5,82,cloud_offload,181
1772199992.4591646,298.2,307.7,1952,21.6,93,cloud_offload,64
1772199992.4808455,298.3,307.8,1457,52.5,98,cloud_offload,122
1772199992.4914658,298.3,307.8,1392,50.4,101,cloud_offload,118
1772199992.5238478,298.3,307.7,1465,49.4,109,cloud_offload,65
1772199992.5562966,298.3,307.9,1485,42.0,117,cloud_offload,154
1772199992.6746929,298.5,308.0,1379,49.6,152,cloud_offload,112
1772199992.6855063,298.5,308.0,1713,25.8,154,cloud_offload,187
1772199992.696356,298.5,308.0,1461,51.9,157,cloud_offload,185
1772199992.7177382,298.4,308.0,1526,41.1,162,cloud_offload,102
1772199992.7497842,298.3,307.7,1576,33.8,171,cloud_offload,178
1772199992.7605686,298.4,307.8,1617,31.6,173,cloud_offload,73
1772199992.8368392,298.1,307.4,1335,56.2,190,cloud_offload,72
1772199992.8474438,298.1,307.4,1608,33.9,193,cloud_offload,112
1772199992.8687682,298.1,307.5,1684,33.1,200,cloud_offload,131
1772199992.890619,298.2,307.6,1460,48.6,204,cloud_offload,150
1772199992.9122164,298.2,307.6,1318,55.7,0,cloud_offload,122
1772199992.9553275,298.3,307.8,1485,42.0,13,cloud_offload,152
1772199992.9772377,298.4,307.9,1605,31.0,18,cloud_offload,58
1772199992.9881585,298.4,307.9,1446,45.3,23,cloud_offload,83
1772199993.0312173,298.5,308.0,1404,48.1,32,cloud_offload,135
1772199993.0419638,298.5,308.1,1564,31.1,34,cloud_offload,80
1772199993.0956426,298.5,308.1,1662,28.6,48,cloud_offload,89
1772199993.1489289,298.4,308.2,1618,33.0,61,cloud_offload,194
1772199993.171055,298.3,308.0,1442,47.3,65,cloud_offload,88
1772199993.1926627,298.2,307.9,1847,23.6,69,cloud_offload,179
1772199993.2353833,298.1,307.8,1514,43.5,78,cloud_offload,130
1772199993.2680368,298.0,307.6,1508,41.8,89,cloud_offload,91
1772199993.289994,298.0,307.5,1427,45.1,95,cloud_offload,168
1772199993.3006446,298.0,307.5,1524,36.3,98,cloud_offload,80
1772199993.344356,298.1,307.7,1495,48.1,111,cloud_offload,76
1772199993.3659222,298.0,307.6,1593,32.2,118,cloud_offload,72
1772199993.3764985,298.0,307.6,1654,28.9,123,cloud_offload,150
1772199993.3871396,298.1,307.7,2567,12.8,125,cloud_offload,66
1772199993.4089942,298.1,307.6,1364,53.8,129,cloud_offload,97
1772199993.4307222,298.2,307.8,1476,36.8,134,cloud_offload,55
1772199993.4631774,298.1,307.6,1565,36.3,140,cloud_offload,180
1772199993.4740617,298.1,307.6,1460,46.5,143,cloud_offload,193
1772199993.5066528,298.1,307.6,2066,19.2,150,cloud_offload,169
1772199993.528218,298.1,307.6,1354,43.3,155,cloud_offload,80
1772199993.5820673,297.8,307.3,1516,40.1,166,cloud_offload,110
1772199993.603483,297.8,307.2,1351,56.3,174,cloud_offload,197
1772199993.635517,297.8,307.3,1315,54.0,180,cloud_offload,135
1772199993.68919,297.7,307.2,1518,35.8,195,cloud_offload,57
1772199993.7000825,297.7,307.2,1392,43.0,197,cloud_offload,112
1772199993.7321162,297.7,307.2,1405,43.7,2,cloud_offload,61
1772199993.7431374,297.7,307.2,1668,37.8,5,cloud_offload,151
1772199993.774993,297.6,307.1,1471,44.9,14,cloud_offload,90
1772199993.786005,297.7,307.2,1444,40.0,17,cloud_offload,130
1772199993.8072917,297.8,307.3,1412,50.7,24,cloud_offload,101
1772199993.8396456,297.7,307.2,1372,52.8,33,cloud_offload,133
1772199993.882978,297.6,307.2,1470,42.6,44,cloud_offload,192
1772199993.8939843,297.7,307.3,1249,62.8,47,cloud_offload,54
1772199993.9045982,297.8,307.4,1752,26.1,52,cloud_offload,78
1772199993.9476032,297.8,307.6,1607,30.3,62,cloud_offload,95
1772199993.9799669,297.9,307.7,1517,39.5,69,cloud_offload,175
1772199993.9904706,297.9,307.7,1546,37.6,72,cloud_offload,142
1772199994.0123262,298.1,307.9,1662,28.9,76,cloud_offload,113
1772199994.0877671,298.4,308.1,1367,57.8,92,cloud_offload,135
1772199994.1632462,298.1,307.7,1705,29.1,109,cloud_offload,147
1772199994.1742518,298.0,307.6,1548,45.8,111,cloud_offload,86
1772199994.1959982,298.0,307.6,1472,46.7,116,cloud_offload,90
1772199994.2175708,298.0,307.6,1683,32.8,122,cloud_offload,68
1772199994.249994,297.8,307.4,1902,24.3,129,cloud_offload,185
1772199994.2610285,297.7,307.4,1432,40.2,132,cloud_offload,126
1772199994.2718184,297.8,307.4,1512,40.8,137,cloud_offload,72
1772199994.2826684,297.7,307.4,1764,29.0,139,cloud_offload,179
1772199994.5211544,298.0,307.8,1492,40.2,197,cloud_offload,96
1772199994.553873,298.0,307.7,1387,50.8,204,cloud_offload,173
1772199994.5749533,298.1,307.9,1496,40.0,0,cloud_offload,157
1772199994.5857227,298.2,308.0,1658,30.0,3,cloud_offload,125
1772199994.661091,298.0,307.7,1606,30.8,17,cloud_offload,70
1772199994.7249725,298.1,308.0,1686,29.3,35,cloud_offload,147
1772199994.7789152,298.2,308.0,1411,42.4,48,cloud_offload,62
1772199994.8330345,298.1,308.0,1456,42.4,59,cloud_offload,101
1772199994.8546627,298.1,308.1,1791,27.3,63,cloud_offload,126
1772199994.918705,298.0,307.9,1479,47.6,76,cloud_offload,65
1772199995.0147069,297.8,307.6,1352,49.4,102,cloud_offload,191
1772199995.079311,297.8,307.5,1581,33.1,116,cloud_offload,180
1772199995.1325836,297.9,307.6,1202,67.0,129,cloud_offload,163
1772199995.1433296,297.9,307.6,1298,52.7,132,cloud_offload,59
1772199995.1755857,298.0,307.6,1450,48.7,138,cloud_offload,84
1772199995.2193584,298.0,307.7,1442,43.6,148,cloud_offload,167
1772199995.2299886,298.0,307.6,1420,45.8,150,cloud_offload,78
1772199995.2515078,298.0,307.6,1385,45.0,158,cloud_offload,100
1772199995.2727547,298.0,307.6,1459,44.4,163,cloud_offload,96
1772199995.3261158,298.3,307.9,1420,39.2,176,cloud_offload,193
1772199995.336685,298.2,307.9,1785,23.4,181,cloud_offload,195
1772199995.3580558,298.2,307.8,1583,36.6,185,cloud_offload,71
1772199995.51882,298.5,308.3,1381,50.5,22,cloud_offload,139
1772199995.529761,298.6,308.4,1562,34.4,25,cloud_offload,100
1772199995.5509465,298.6,308.3,1717,28.7,29,cloud_offload,70
1772199995.5830846,298.6,308.4,1397,46.4,36,cloud_offload,184
1772199995.626032,298.5,308.3,1458,44.0,44,cloud_offload,124
1772199995.7015653,298.7,308.5,1444,54.2,62,cloud_offload,56
1772199995.7444625,298.7,308.4,1750,25.8,72,cloud_offload,152
1772199995.7662785,298.7,308.5,1668,35.2,77,cloud_offload,119
1772199995.7771466,298.9,308.6,1400,49.5,79,cloud_offload,181
1772199995.8201373,298.8,308.5,1425,47.4,90,cloud_offload,56
1772199995.8308516,298.9,308.6,1469,34.2,93,cloud_offload,189
1772199995.8418913,299.0,308.7,1892,22.8,96,cloud_offload,113
1772199995.9494767,299.3,309.1,1388,45.5,123,cloud_offload,141
1772199996.0148551,299.5,309.3,1477,40.4,138,cloud_offload,105
1772199996.0683427,299.5,309.3,1520,42.3,149,cloud_offload,168
1772199996.090285,299.5,309.4,1386,44.4,154,cloud_offload,69
1772199996.1224344,299.7,309.6,1477,42.7,163,cloud_offload,172
1772199996.1438582,299.6,309.5,1453,41.4,168,cloud_offload,116
1772199996.1547348,299.7,309.6,1419,45.1,170,cloud_offload,198
1772199996.1654487,299.7,309.6,1512,36.2,172,cloud_offload,147
1772199996.2085576,299.7,309.5,1352,49.7,184,cloud_offload,116
1772199996.2193675,299.7,309.6,1313,60.0,186,cloud_offload,97
1772199996.2407653,299.6,309.4,1677,31.1,191,cloud_offload,143
1772199996.262317,299.5,309.4,1390,58.8,195,cloud_offload,173
1772199996.283493,299.4,309.4,1701,31.2,199,cloud_offload,143
1772199996.3593946,299.5,309.3,1442,46.2,5,cloud_offload,120
1772199996.3700914,299.5,309.3,1462,46.7,7,cloud_offload,138
1772199996.391749,299.5,309.3,1577,36.6,14,cloud_offload,83
1772199996.4569135,299.4,309.2,1564,39.0,26,cloud_offload,143
1772199996.4784334,299.4,309.3,1525,41.5,30,cloud_offload,115
1772199996.5001607,299.4,309.4,1326,47.5,35,cloud_offload,189
1772199996.5217247,299.4,309.3,1596,31.8,40,cloud_offload,148
1772199996.5436025,299.3,309.3,1528,37.8,45,cloud_offload,146
1772199996.5757568,299.3,309.1,1600,35.3,52,cloud_offload,196
1772199996.5866544,299.3,309.1,1495,44.0,55,cloud_offload,125
1772199996.5975785,299.4,309.1,1645,28.6,57,cloud_offload,88
1772199996.6626208,299.5,309.1,1852,22.6,77,cloud_offload,95
1772199996.6732638,299.5,309.1,1863,22.5,79,cloud_offload,72
1772199996.6943643,299.4,309.0,1404,47.3,86,cloud_offload,199
1772199996.7156687,299.4,308.9,1762,29.3,91,cloud_offload,86
1772199996.7266846,299.3,308.9,1429,43.0,96,cloud_offload,108
1772199996.7376215,299.3,308.9,1858,24.7,101,cloud_offload,64
1772199996.7484303,299.2,308.8,1908,21.3,104,cloud_offload,138
1772199996.7808602,299.3,309.0,1491,38.4,115,cloud_offload,133
1772199996.8020902,299.3,308.9,1258,69.4,119,cloud_offload,189
1772199996.8128107,299.3,309.0,1449,46.5,121,cloud_offload,93
1772199996.8234699,299.3,309.0,1425,40.6,123,cloud_offload,91
1772199996.8564467,299.4,309.0,1391,58.2,135,cloud_offload,57
1772199996.867146,299.4,309.1,1432,45.4,137,cloud_offload,55
1772199996.8777761,299.4,309.0,1660,28.4,139,cloud_offload,115
1772199996.9209268,299.2,308.9,1588,41.5,150,cloud_offload,179
1772199996.9855902,299.3,308.9,1376,60.3,163,cloud_offload,79
1772199996.996177,299.3,308.8,1442,49.0,165,cloud_offload,117
1772199997.0178564,299.3,308.8,1550,45.8,170,cloud_offload,190
1772199997.0286326,299.3,308.8,1647,32.9,172,cloud_offload,197
1772199997.0501287,299.4,308.9,1583,34.1,176,cloud_offload,150
1772199997.0611644,299.4,309.0,1613,32.2,178,cloud_offload,156
1772199997.0718777,299.3,308.8,1636,35.5,180,cloud_offload,75
1772199997.1466968,299.4,309.0,1939,19.8,204,cloud_offload,179
1772199997.2107522,299.6,309.2,1422,39.8,219,cloud_offload,96
1772199997.2324831,299.5,309.1,1476,47.8,223,cloud_offload,122
1772199997.243204,299.6,309.2,1867,23.4,225,cloud_offload,109
1772199997.2544074,299.6,309.1,1588,41.3,0,cloud_offload,140
1772199997.29796,299.5,309.1,1502,44.6,13,cloud_offload,194
1772199997.3088427,299.5,309.2,1816,23.0,15,cloud_offload,139
1772199997.3195555,299.5,309.2,1495,41.6,17,cloud_offload,138
1772199997.3302565,299.6,309.2,1572,33.4,20,cloud_offload,127
1772199997.4056888,299.5,309.1,1548,44.3,40,cloud_offload,75
1772199997.4163864,299.5,309.2,1314,61.8,45,cloud_offload,96
1772199997.5453737,299.6,308.9,1568,35.3,77,cloud_offload,89
1772199997.5985553,299.8,309.1,1268,58.0,90,cloud_offload,195
1772199997.6093812,299.8,309.1,1546,35.6,93,cloud_offload,189
1772199997.728286,299.6,309.0,1245,64.0,120,cloud_offload,94
1772199997.7496092,299.7,309.1,1473,39.4,125,cloud_offload,157
1772199997.7601507,299.7,309.2,1355,44.8,127,cloud_offload,185
1772199997.81396,299.6,309.1,1435,48.4,143,cloud_offload,83
1772199997.8354187,299.6,309.0,1372,60.4,149,cloud_offload,73
1772199997.975477,299.4,308.6,1492,40.5,181,cloud_offload,104
1772199998.0189803,299.3,308.6,1474,49.6,191,cloud_offload,108
1772199998.0299497,299.2,308.6,1381,50.0,193,cloud_offload,51
1772199998.0516596,299.2,308.4,1711,28.9,197,cloud_offload,76
1772199998.1056657,299.3,308.4,1406,47.4,3,cloud_offload,191
1772199998.1596491,299.1,308.3,1424,43.4,16,cloud_offload,181
1772199998.1703382,299.1,308.3,1451,42.8,21,cloud_offload,108
1772199998.1918652,299.1,308.3,1325,46.9,28,cloud_offload,92
1772199998.2035637,299.1,308.3,1559,33.7,30,cloud_offload,121
1772199998.2255702,299.1,308.3,1892,25.2,34,cloud_offload,81
1772199998.2468,299.1,308.3,1431,52.3,38,cloud_offload,66
1772199998.26816,299.1,308.2,1435,45.2,45,cloud_offload,181
1772199998.2792299,299.1,308.3,1533,42.4,48,cloud_offload,110
1772199998.2897587,299.2,308.4,1529,43.0,50,cloud_offload,189
1772199998.343249,299.2,308.5,1438,46.6,63,cloud_offload,86
1772199998.3867335,299.3,308.6,1448,52.1,71,cloud_offload,177
1772199998.4408917,299.3,308.7,1408,44.4,82,cloud_offload,184
1772199998.4733386,299.4,308.8,1390,57.0,92,cloud_offload,185
1772199998.538382,299.4,308.7,1289,60.5,104,cloud_offload,156
1772199998.5492508,299.4,308.6,1746,26.8,107,cloud_offload,120
1772199998.5924804,299.5,308.8,1886,20.9,117,cloud_offload,158
1772199998.6143095,299.5,308.9,1520,38.3,122,cloud_offload,149
1772199998.6252627,299.4,308.8,1627,32.6,124,cloud_offload,118
1772199998.6574593,299.3,308.7,1802,26.0,130,cloud_offload,128
1772199998.6680303,299.3,308.6,1482,37.6,132,cloud_offload,93
1772199998.711772,299.2,308.5,1515,39.8,141,cloud_offload,66
1772199998.7333975,299.1,308.5,1455,39.8,145,cloud_offload,175
1772199998.7554357,299.1,308.6,1260,57.8,152,cloud_offload,199
1772199998.7769616,299.1,308.5,1371,55.5,159,cloud_offload,76
1772199998.787827,299.1,308.6,1611,31.4,161,cloud_offload,80
1772199998.7987955,299.0,308.4,1535,47.5,163,cloud_offload,190
1772199998.8095863,299.1,308.6,1491,38.5,166,cloud_offload,93
1772199998.8421278,299.2,308.9,1368,47.2,175,cloud_offload,144
